text,date,region,product_name,sentiment_label,category
High quality sofa https://t.co/lstsK6MG9h,2025-10-29 12:27:33+00:00,unknown,sofa,positive,sofa
"an item on miu's throne wishlist just got fully funded: Costzon Kids Couch, Double Seat Pink Children's Sofa with 2 Strawberry Pillows, Toddler Armrest Chair for Bedroom, Living Room, Large Soft . thank you so muchh bwa bwaa~ https://t.co/v20D3B0WiB 
꒰ #Vtuber #Throne ꒱ https://t.co/mvABFT8tqF",2025-10-29 12:26:59+00:00,unknown,sofa,neutral,sofa
"miu jus recieved a contribution towards Costzon Kids Couch, Double Seat Pink Children's Sofa with 2 Strawberry Pillows, Toddler Armrest Chair for Bedroom, Living Room from nerdyzilla01 via throne. thank you so muchh bwa bwaa~ https://t.co/v20D3B0WiB 
꒰ #Vtuber #Throne ꒱ https://t.co/rMJdm4aXTS",2025-10-29 12:26:58+00:00,unknown,sofa,neutral,sofa
"@bernesemomof5 @preta_6 @HedyFry @PierrePoilievre Bright Sally says: sell stuff, how long is selling that kitchen table, sofa  going 2 feed ur child? Grow ur own food..in an apartment? Sally cant think straight she is 2 focused on saying how good she is, doesnt think about hungry children, who r also children of conservatives.",2025-10-29 12:25:43+00:00,unknown,sofa,positive,sofa
@townhallcom SNAP is a way to think you're buying democrat votes even though those are the people that cannot get off a sofa. https://t.co/DqIxvqB6FI,2025-10-29 12:25:17+00:00,unknown,sofa,neutral,sofa
@FondOfBeetles &lt;covertly slides her 27 balls of merino further behind the sofa before hubby sees this post&gt;,2025-10-29 12:25:04+00:00,unknown,sofa,negative,sofa
Living pillow 🤣 yeah now no chance just to chill on sofa as she wants to join https://t.co/VqlD6NOlc7,2025-10-29 12:24:08+00:00,unknown,sofa,positive,sofa
squirrel dola sofa is just wind without a sign of worth to SA...a vessel withempty words talking much saying ZERO https://t.co/KHgK5ERflg,2025-10-29 12:23:30+00:00,unknown,sofa,positive,sofa
"@kubigitsune @ngnfQBhLBw5vptB The Yokosuka visit by Trump and PM Takaichi, including boarding the USS George Washington, is verified by Nikkei, Reuters, NYT, and Japan's MOFA on October 28, 2025. The photo, credited to a Nikkei photographer, shows no signs of fabrication amid widespread coverage. SOFA",2025-10-29 12:22:08+00:00,unknown,sofa,neutral,sofa
"Transform your space with our Slipcovered Sectional 2 Seater Sofa, featuring a plush convertible ottoman and soft pillows, all for just $674.88. Comfort meets style! #HomeDecor #FurnitureDesign

Shop Now https://t.co/l8bHd8TtzU https://t.co/ecHhpef3cc",2025-10-29 12:21:59+00:00,unknown,sofa,positive,sofa
"🐇Sofa, phone chat with mom—her voice feels close.🧘Your effort today shapes your tomorrow.👩Coffee warm, sip by sip sincere.",2025-10-29 12:21:08+00:00,unknown,sofa,positive,sofa
"🍱Sofa, play a phone game—win once, cheer quiet.🔖Harmony chosen, over right. Us.🌔Kindness begins in chaos with purpose.",2025-10-29 12:19:56+00:00,unknown,sofa,positive,sofa
"@ANALpresso @Sofa_Weber @AssAdviser69 @SacanaDuTT @21st_Gallery @PussylikerUa @ErivanEsc HI MY FRIEND, its me @LUXUSGIRLZ

PLS FOLLOW ME BACK",2025-10-29 12:19:49+00:00,unknown,sofa,neutral,sofa
@GadSaad Not a chance. Nobody can be arsed in the UK to get up off the sofa and do anything about anything.,2025-10-29 12:19:26+00:00,unknown,sofa,neutral,sofa
@Ronxyz00 At night in my residence I spend a few hours on the fucking sofa. Then I move to the comfy one.....,2025-10-29 12:18:40+00:00,unknown,sofa,negative,sofa
"𝟐. 𝐇𝐢𝐩 𝐅𝐥𝐞𝐱𝐨𝐫 &amp; 𝐐𝐮𝐚𝐝 𝐒𝐭𝐫𝐞𝐭𝐜𝐡

You can use a sofa &amp; cushion at home.

Note the “tuck” move I make with my rib cage &amp; pelvis.

I show the “wrong way” first, then “correct” it.

I want to keep my ribs down &amp; my pelvis tucked under for a better stretch. https://t.co/zlZyRZvh1c",2025-10-29 12:17:48+00:00,unknown,sofa,neutral,sofa
"Gg hahahah, and it's not like she doesn't wanna have a sofa or anything she is just too lazy to buy🤣🤣 https://t.co/IZhjEuQvu4",2025-10-29 12:17:42+00:00,unknown,sofa,negative,sofa
"@royaloakin are you only responsible of selling, or you provide services also.kind of experience I am getting with royal oak servicing team, would never repeat mistake of buying any furniture from royal oak again. sofa of over 1L, gone in 3 years, now pathetic service #royaloak",2025-10-29 12:17:32+00:00,unknown,sofa,negative,sofa
@ClaudetteGGibs1 She has to buy a new sofa every week its exhausting,2025-10-29 12:16:22+00:00,unknown,sofa,negative,sofa
"👩‍🦽Visibility, day/night. Clear.🌍Sofa, knit a hat; yarn soft, warm for winter.😐",2025-10-29 12:14:43+00:00,unknown,sofa,positive,sofa
"@The_Sofa_Ninja @stockplaymaker1 Drop Hello👋 to join my free Private Telegram channel to Get daily trade insights/analysis Discord trade real profit and Stocks updates, Don’t Miss Out 

Access all for Free!🆓 
Click the link Below to Join Now 
📈👇👇👇
https://t.co/3Xii5aqobt",2025-10-29 12:13:33+00:00,unknown,sofa,positive,sofa
"@The_Sofa_Ninja @stockplaymaker1 Drop Hello👋 to join my free Private Telegram channel to Get daily trade insights/analysis Discord trade real profit and Stocks updates, Don’t Miss Out 

Access all for Free!🆓 
Click the link Below to Join Now 
📈👇👇👇
https://t.co/3Xii5aqobt",2025-10-29 12:13:25+00:00,unknown,sofa,positive,sofa
"Nordic Single Sofa Chair Living Room Bedroom Balcony Designer Modern Leisure Chair Italian Light Luxury Minimalist Tiger Chair
Price: Php 8,299
Buy here: https://t.co/XLLmE5jpqV
#sofa #livingroom #Livingroomfurniture Mayor https://t.co/M1eXwCpGAk",2025-10-29 12:13:17+00:00,unknown,sofa,positive,sofa
@RubbBandGrant no way that sofa said that to him,2025-10-29 12:13:01+00:00,unknown,sofa,neutral,sofa
@Sky_La2 If Diddy can get out in so little time than this man should be out watching Diddy in prison on his own sofa!,2025-10-29 12:12:57+00:00,unknown,sofa,positive,sofa
Munching through Christmas leftovers and a box of celebrations while cosplaying as a sofa cushion  Games never been so gone https://t.co/zKJWv18pZE,2025-10-29 12:11:19+00:00,unknown,sofa,neutral,sofa
"Throw Pillow Insert Premium Pillow Stuffer Sham Rectangle for Decorative Cushion Bed Couch Sofa 18x18 Inches
https://t.co/3xayiSQRXf",2025-10-29 12:09:56+00:00,unknown,sofa,negative,sofa
"Throw Pillow Insert Premium Pillow Stuffer Sham Rectangle for Decorative Cushion Bed Couch Sofa 18x18 Inches
https://t.co/VFcekvO3uY",2025-10-29 12:09:44+00:00,unknown,sofa,negative,sofa
"@ alexandermcqueen 알렉산더 맥퀸 인스타 📸

@ sooyaaa__ wears a dress in wool tartan with Sofa Chelsea boots from the McQueen Spring Summer 2026 Pre-collection for the @ blackpinkofficial ‘Deadline’ World Tour, Bangkok.",2025-10-29 12:09:22+00:00,unknown,sofa,neutral,sofa
@Sofa_Kig I see meme accounts post kig and it’s the same shit and comments so I’m more than okay with kig being not popular,2025-10-29 12:08:27+00:00,unknown,sofa,neutral,sofa
"@laflammerouge16 Gerry Ryan is a billionaire, would have thought he could find the license money behind the cushions on his sofa. Do not like to read this at all.",2025-10-29 12:07:49+00:00,unknown,sofa,negative,sofa
"I was doing this for a while when I felt like I was being lifted and moved off the sofa by four men 

One was God

I was moving yet I wasn't at the same time",2025-10-29 12:07:35+00:00,unknown,sofa,neutral,sofa
@Vannialll Wait what? I thought most people jerked off sitting on a bed or sofa or somewhere generally comfy. Smh people gotta step their game up clearly,2025-10-29 12:07:25+00:00,unknown,sofa,neutral,sofa
And yes plastic off the sofa remix exists,2025-10-29 12:07:21+00:00,unknown,sofa,neutral,sofa
"Easy-Going 8 Pieces Microfiber Stretch Sectional Recliner Sofa Slipcover Soft Fitted Fleece 3 Seats Couch Cover Washable Furniture Protector with Elasticity for Kids Pet(Recliner Sofa,
https://t.co/RcZt3tSQvG",2025-10-29 12:04:14+00:00,unknown,sofa,neutral,sofa
"Easy-Going 8 Pieces Microfiber Stretch Sectional Recliner Sofa Slipcover Soft Fitted Fleece 3 Seats Couch Cover Washable Furniture Protector with Elasticity for Kids Pet(Recliner Sofa,
https://t.co/cTUlj23dsj",2025-10-29 12:04:01+00:00,unknown,sofa,neutral,sofa
"5-in-1 Convertible Queen Sofa Bed Grey for $150, reg $299.99! -- Code TGXW4I57
https://t.co/MsS0l6Xe9N

16.4ft Voice Activated Dimmable LED Strip Lights for $7.99, reg $16.99!
-- Use Promo Code W9O94PNX
https://t.co/5R2DbAtW64 https://t.co/2XVXXmvS5c",2025-10-29 12:03:01+00:00,unknown,sofa,neutral,sofa
"🤾Sofa, listen to music—old song, memories come.🥌Wind is warm, in the spring.👱Beer bottles clink, foams form. Cheers.",2025-10-29 12:02:19+00:00,unknown,sofa,positive,sofa
"@amukelani_02 Yhoo i had a sharp one last month. I thought i was dying 😭 it woke me up , i had to sit down on a sofa and sip warm water... I dont know if its piles or what",2025-10-29 12:01:19+00:00,unknown,sofa,neutral,sofa
We fit run am for sofa fine girl 🤤 https://t.co/5YTN14aWDt https://t.co/WuOPZkKH9U,2025-10-29 12:01:15+00:00,unknown,sofa,positive,sofa
Simple sofa 🛋  now available in our showrooms on very #affordableprices Derricksfurniture🇺🇬🇰🇪🇹🇿Tel or whatsapp 0753510109 #God #Jesus https://t.co/OiMCvREXYU,2025-10-29 12:01:12+00:00,unknown,sofa,positive,sofa
"@ClaudetteGGibs1 Looks late 50’s.
Her sofa shagging grubby little hubby’s literally sucked the life, soul and blood out of her.",2025-10-29 12:00:04+00:00,unknown,sofa,negative,sofa
this is where she watches anime with no sofa 😭 https://t.co/BwmDDrxMZe,2025-10-29 11:59:25+00:00,unknown,sofa,neutral,sofa
"oh, to be his good memories like a sofa",2025-10-29 11:59:17+00:00,unknown,sofa,positive,sofa
*snores as i am asleep on the sofa with a newspaper over my head*.,2025-10-29 11:58:55+00:00,unknown,sofa,neutral,sofa
@Aspolloatuheire How's it sofa,2025-10-29 11:58:52+00:00,unknown,sofa,neutral,sofa
@Adamwalkercodes While she’s adorable!!! I feel like she just wants to lounge on the sofa and supervise. 😆,2025-10-29 11:57:55+00:00,unknown,sofa,positive,sofa
"@luluhawkley @STILLTish LOL, I also watched from behind the sofa. Jon Pertwee's episodes of Dr Who scared the crap out of me 🤣",2025-10-29 11:57:27+00:00,unknown,sofa,negative,sofa
"🌰Sofa music play; sing off-key, no care.🐈‍⬛Corn grows in the summer field.😯Walls turn, pushes spring. Strong.",2025-10-29 11:57:17+00:00,unknown,sofa,positive,sofa
Catch up with #bondage-loving Missy in The #Bhowani Vault this week. In #blouse and #silkscarf she's #tied to the sofa frame and #otm #gagged with a white #silk #scarf. Three great picture galleries. https://t.co/VPrZ7xqjQl,2025-10-29 11:57:11+00:00,unknown,sofa,positive,sofa
"This new studio layout on #PoliticsLive is dreadful, the person on the left of the sofa as viewers watch, must have a permanent cricked neck. Very distracting.",2025-10-29 11:56:54+00:00,unknown,sofa,negative,sofa
"Such a sad and pointless career, sofa humper. https://t.co/5A00NaV3wA",2025-10-29 11:54:55+00:00,unknown,sofa,negative,sofa
@NotiYourBoi 🤣 never seen such a stupid X handler. Sharma ji gave such a beating to the sofa set during Asia Cup then this handler make this video by putting some other bowler who bowler in IPL. India don't even allow Porki's in IPL,2025-10-29 11:53:48+00:00,unknown,sofa,negative,sofa
"@CanadaRoast @elonmusk Don’t forget to add: Retardia, a state of consciousness in which people think they are in America but they are actually on a sofa somewhere in outer space. As in: I fell asleep watching Anderson Cooper on CNN and I woke up somewhere in CBS, Retardia.",2025-10-29 11:53:16+00:00,unknown,sofa,neutral,sofa
Morgan watching us on his sofa when he's not playing. https://t.co/bT5NkOmsQT https://t.co/aHNe0o7j2e,2025-10-29 11:52:25+00:00,unknown,sofa,neutral,sofa
"Welcome to married life Gu won. 
Who told you full filling your wife wish make husband slave. That also husband duty you paboo demon🤭
I find It's cool the way Gu won sitting on the sofa😍 #MyDemonEp6
#MyDemon https://t.co/BjBHSGZZ2n",2025-10-29 11:52:18+00:00,unknown,sofa,positive,sofa
This poster is provided by a local council. Maybe I'll stick to hiding behind the sofa with the light off... 🤔 😜 #halloween #trickortreat #posters https://t.co/dfDXfil9N5,2025-10-29 11:51:49+00:00,unknown,sofa,neutral,sofa
"Startled at the sudden voice she jumps and now looking at 🐿️ up close she smiles but before she could say anything "" on your knees"" 🐿️ says and sit down on the sofa.
Her eyes widened at the sudden request but she get on her knees and then *slap* 
""Don't just sit like that""",2025-10-29 11:47:23+00:00,unknown,sofa,neutral,sofa
"They sat on the sofa to watch a movie... but I think maybe they're not that interested in watching it~~

comm for: @Darius_Aurelius 
thx https://t.co/4kPujdmrJQ",2025-10-29 11:47:10+00:00,unknown,sofa,positive,sofa
"@bbbunny_xoxo That outfit actually looks so cozy, I’d feel great wild cuddling in the sofa",2025-10-29 11:47:00+00:00,unknown,sofa,positive,sofa
"ESSA teams up with rising star Choo Young Woo for a sleek new release.

The spotlight? A double-calf leather sofa in almond brown — refined, modern, and quietly luxurious.

“From Icon to New Icon.”
A new level of living begins.
More read on: IG #SureMagazine
#ESSA #ChooYoungWoo https://t.co/s5LZehdPC0",2025-10-29 11:46:53+00:00,unknown,sofa,positive,sofa
with mirror and no sofa 🙂‍↔️ https://t.co/Qc6Y5Fa5rQ https://t.co/5Sk1jS72Nh,2025-10-29 11:46:27+00:00,unknown,sofa,neutral,sofa
"@amazonIN Ordered sofa recently.  Wrong product received and defective. Requested for return but 2 times pickup cancelled. Who will refund now? Pick up team is asking for labour charges. #delhivery #AmazonIndia @delhivery 
Really #angry and #pathetic service",2025-10-29 11:46:22+00:00,unknown,sofa,negative,sofa
"$20k (or 500 monthly)
Will you get a robo-butler?
Makes sure it matches your sofa 😊 https://t.co/D2NfiZm4zS",2025-10-29 11:46:05+00:00,unknown,sofa,positive,sofa
Thank you for tipping for Slow oil body rub on sofa! 💚 https://t.co/dpyY1c8Izq,2025-10-29 11:45:55+00:00,unknown,sofa,negative,sofa
