date,region,category,product_name,text,label
05-10-2025,ZA,table,RusticWood Table,I best purchase the RusticWood Table. Great for my table needs.,positive
03-08-2025,ZA,table,RusticWood Table,RusticWood Table - price.,neutral
24-10-2025,ZA,table,RusticWood Table,This RusticWood Table is missing parts. Very unhappy.,negative
13-10-2025,AE,table,RusticWood Table,I comfortable the RusticWood Table. Great for my table needs.,positive
19-09-2025,CA,table,RusticWood Table,RusticWood Table - ordered.,neutral
13-09-2025,SG,table,ClearSpace Table,I perfect the ClearSpace Table. Great for my table needs.,positive
21-09-2025,AE,table,ClearSpace Table,This ClearSpace Table is not comfortable. Very unhappy.,negative
17-09-2025,GB,table,ClearSpace Table,ClearSpace Table - available.,neutral
06-08-2025,US,table,ClearSpace Table,I excellent the ClearSpace Table. Great for my table needs.,positive
16-08-2025,AE,table,ClearSpace Table,I excellent the ClearSpace Table. Great for my table needs.,positive
29-08-2025,ZA,table,ClearSpace Table,I well-made the ClearSpace Table. Great for my table needs.,positive
28-10-2025,US,table,ClearSpace Table,This ClearSpace Table is bad. Very unhappy.,negative
09-09-2025,ZA,table,ClearSpace Table,ClearSpace Table - delivery update.,neutral
19-10-2025,GB,table,ClearSpace Table,I great the ClearSpace Table. Great for my table needs.,positive
03-09-2025,AU,table,ClearSpace Table,I excellent the ClearSpace Table. Great for my table needs.,positive
31-08-2025,SG,table,Minimalist Table,This Minimalist Table is not comfortable. Very unhappy.,negative
04-10-2025,SG,table,Minimalist Table,I stylish the Minimalist Table. Great for my table needs.,positive
03-09-2025,GB,table,Minimalist Table,I love the Minimalist Table. Great for my table needs.,positive
07-10-2025,CA,table,Minimalist Table,I comfortable the Minimalist Table. Great for my table needs.,positive
26-09-2025,SG,table,Minimalist Table,Minimalist Table - received.,neutral
23-10-2025,ZA,table,Minimalist Table,I comfortable the Minimalist Table. Great for my table needs.,positive
31-08-2025,US,table,Minimalist Table,Minimalist Table - price.,neutral
20-10-2025,GB,table,Minimalist Table,I comfortable the Minimalist Table. Great for my table needs.,positive
14-10-2025,DE,table,Minimalist Table,This Minimalist Table is late delivery. Very unhappy.,negative
23-09-2025,AU,table,Minimalist Table,Minimalist Table - received.,neutral
